Date and Ship To Address	Item Number	Pick Type	Each per pallet	Each per case	Sum of Total quantity requested for order	Pallet Picks	Case Picks	Each Picks
05/04/2022 address 1	510088	SBO	2560	80	32	0	0	32
05/04/2022 address 1	511171	SRL	360	12	36	0	3	0
05/04/2022 address 1	513473	SBO	4800	200	1	0	0	1
05/04/2022 address 1	514902	SBO	14400	100	7	0	0	7
05/04/2022 address 1	518636	SBO	4000	100	52	0	0	52
05/04/2022 address 1	519111	SBO	40320	2240	96	0	0	96
05/04/2022 address 1	531539	SBO	54000	300	54	0	0	54
05/04/2022 address 1	531967	SFS	230400	300	117	0	0	117
05/04/2022 address 1	532173	SBO	880	10	6	0	0	6
05/04/2022 address 1	534278	SBO	3000	50	6	0	0	6
05/04/2022 address 1	538352	SLP	25	0	1	0	0	1
05/04/2022 address 1	539727	SLP	20	0	39	1	0	19
05/04/2022 address 1	544319	SBO	1728	24	144	0	6	0
05/05/2022 address 8	506608	SBO	11200	100	44	0	0	44
05/05/2022 address 8	508012	SBO	6000	100	4	0	0	4
05/05/2022 address 8	510088	SBO	2560	80	12	0	0	12
05/05/2022 address 8	511171	SRL	360	12	16	0	1	4
05/05/2022 address 8	513473	SBO	4800	200	4	0	0	4
05/05/2022 address 8	514902	SBO	14400	100	4	0	0	4
05/05/2022 address 8	518636	SBO	4000	100	20	0	0	20
05/05/2022 address 8	519111	SBO	40320	2240	32	0	0	32
05/05/2022 address 8	530206	SLP	23	0	24	1	0	1
05/05/2022 address 8	532173	SBO	880	10	1	0	0	1
05/05/2022 address 8	534278	SBO	3000	50	1	0	0	1
05/05/2022 address 8	544580	SLP	20	0	202	10	0	2
05/05/2022 address 2	512200	SFS	64800	4320	910	0	0	910
05/05/2022 address 2	529027	SPN	108	0	2	0	0	2
05/05/2022 address 2	530043	SLC	36	0	628	17	0	16
05/05/2022 address 2	532621	SSN	1	0	2	2	0	0
05/05/2022 address 2	532622	SSN	1	0	1	1	0	0
05/05/2022 address 2	535703	SGL	720	0	994	1	0	274
05/05/2022 address 2	535704	SBO	4800	200	768	0	3	168
05/05/2022 address 2	535705	SBO	21600	600	768	0	1	168
05/05/2022 address 2	535707	SFS	240000	2500	3176	0	1	676
05/05/2022 address 2	535709	SGL	1000	0	824	0	0	824
05/05/2022 address 2	535711	SGL	500	0	768	1	0	268
05/05/2022 address 2	535832	SBO	100	0	3	0	0	3
05/05/2022 address 2	537346	SBO	50	0	3	0	0	3
05/05/2022 address 2	538116	SBO	1728	36	124	0	3	16
05/05/2022 address 2	538117	SBO	200	10	124	0	12	4
05/09/2022 address 1	506608	SBO	11200	100	72	0	0	72
05/09/2022 address 1	508012	SBO	6000	100	7	0	0	7
05/09/2022 address 1	510088	SBO	2560	80	16	0	0	16
05/09/2022 address 1	511171	SRL	360	12	26	0	2	2
05/09/2022 address 1	513473	SBO	4800	200	7	0	0	7
05/09/2022 address 1	514902	SBO	14400	100	7	0	0	7
05/09/2022 address 1	518636	SBO	4000	100	36	0	0	36
05/09/2022 address 1	519111	SBO	40320	2240	56	0	0	56
05/09/2022 address 1	532173	SBO	880	10	1	0	0	1
05/09/2022 address 1	534278	SBO	3000	50	1	0	0	1
05/09/2022 address 1	538352	SLP	25	0	37	1	0	12
05/09/2022 address 1	539663	SLP	22	0	2	0	0	2
05/09/2022 address 2	506608	SBO	11200	100	304	0	3	4
05/09/2022 address 2	508012	SBO	6000	100	28	0	0	28
05/09/2022 address 2	510088	SBO	2560	80	72	0	0	72
05/09/2022 address 2	511171	SRL	360	12	108	0	9	0
05/09/2022 address 2	513473	SBO	4800	200	28	0	0	28
05/09/2022 address 2	514902	SBO	14400	100	28	0	0	28
05/09/2022 address 2	518636	SBO	4000	100	136	0	1	36
05/09/2022 address 2	519111	SBO	40320	2240	224	0	0	224
05/09/2022 address 2	531539	SBO	54000	300	1000	0	3	100
05/09/2022 address 2	531577	SBO	720	60	10	0	0	10
05/09/2022 address 2	531578	SBO	1120	10	10	0	1	0
05/09/2022 address 2	531702	SBO	450	15	10	0	0	10
05/09/2022 address 2	532173	SBO	880	10	17	0	1	7
05/09/2022 address 2	532458	SBO	4	0	2	0	0	2
05/09/2022 address 2	534278	SBO	3000	50	17	0	0	17
05/09/2022 address 2	544581	SLP	20	0	160	8	0	0
05/10/2022 address 16	532622	SSN	1	0	1	1	0	0
05/10/2022 address 16	538338	SLC	40	0	143	3	0	23
05/10/2022 address 8	506608	SBO	11200	100	28	0	0	28
05/10/2022 address 8	508012	SBO	6000	100	3	0	0	3
05/10/2022 address 8	510088	SBO	2560	80	8	0	0	8
05/10/2022 address 8	511171	SRL	360	12	10	0	0	10
05/10/2022 address 8	513473	SBO	4800	200	3	0	0	3
05/10/2022 address 8	514902	SBO	14400	100	3	0	0	3
05/10/2022 address 8	518636	SBO	4000	100	16	0	0	16
05/10/2022 address 8	519111	SBO	40320	2240	24	0	0	24
05/10/2022 address 8	530206	SLP	23	0	13	0	0	13
05/10/2022 address 8	532173	SBO	880	10	1	0	0	1
05/10/2022 address 8	534278	SBO	3000	50	1	0	0	1
05/10/2022 address 8	544580	SLP	20	0	137	6	0	17
05/10/2022 address 1	506608	SBO	11200	100	872	0	8	72
05/10/2022 address 1	508012	SBO	6000	100	56	0	0	56
05/10/2022 address 1	509226	SBO	10800	180	100	0	0	100
05/10/2022 address 1	510088	SBO	2560	80	244	0	3	4
05/10/2022 address 1	511171	SRL	360	12	450	1	7	6
05/10/2022 address 1	513473	SBO	4800	200	65	0	0	65
05/10/2022 address 1	514902	SBO	14400	100	56	0	0	56
05/10/2022 address 1	518636	SBO	4000	100	652	0	6	52
05/10/2022 address 1	519111	SBO	40320	2240	1008	0	0	1008
05/10/2022 address 1	531539	SBO	54000	300	636	0	2	36
05/10/2022 address 1	531967	SFS	230400	300	1419	0	4	219
05/10/2022 address 1	532173	SBO	880	10	43	0	4	3
05/10/2022 address 1	534278	SBO	3000	50	43	0	0	43
05/10/2022 address 1	539727	SLP	20	0	475	23	0	15
05/10/2022 address 1	544319	SBO	1728	24	1416	0	59	0
05/10/2022 address 2	506608	SBO	11200	100	160	0	1	60
05/10/2022 address 2	508012	SBO	6000	100	16	0	0	16
05/10/2022 address 2	510088	SBO	2560	80	52	0	0	52
05/10/2022 address 2	511171	SRL	360	12	60	0	5	0
05/10/2022 address 2	513473	SBO	4800	200	16	0	0	16
05/10/2022 address 2	514902	SBO	14400	100	16	0	0	16
05/10/2022 address 2	518636	SBO	4000	100	92	0	0	92
05/10/2022 address 2	519111	SBO	40320	2240	128	0	0	128
05/10/2022 address 2	532173	SBO	880	10	6	0	0	6
05/10/2022 address 2	534278	SBO	3000	50	6	0	0	6
05/10/2022 address 2	544581	SLP	20	0	86	4	0	6
05/11/2022 address 17	506608	SBO	11200	100	68	0	0	68
05/11/2022 address 17	508012	SBO	6000	100	6	0	0	6
05/11/2022 address 17	510088	SBO	2560	80	16	0	0	16
05/11/2022 address 17	511171	SRL	360	12	24	0	2	0
05/11/2022 address 17	513473	SBO	4800	200	6	0	0	6
05/11/2022 address 17	514902	SBO	14400	100	6	0	0	6
05/11/2022 address 17	518636	SBO	4000	100	32	0	0	32
05/11/2022 address 17	519111	SBO	40320	2240	48	0	0	48
05/11/2022 address 17	544581	SLP	20	0	35	1	0	15
05/11/2022 address 8	506608	SBO	11200	100	40	0	0	40
05/11/2022 address 8	508012	SBO	6000	100	4	0	0	4
05/11/2022 address 8	510088	SBO	2560	80	12	0	0	12
05/11/2022 address 8	511171	SRL	360	12	14	0	1	2
05/11/2022 address 8	513473	SBO	4800	200	4	0	0	4
05/11/2022 address 8	514902	SBO	14400	100	4	0	0	4
05/11/2022 address 8	516990	SBO	2160	80	1	0	0	1
05/11/2022 address 8	518636	SBO	4000	100	20	0	0	20
05/11/2022 address 8	519111	SBO	40320	2240	32	0	0	32
05/11/2022 address 8	532173	SBO	880	10	1	0	0	1
05/11/2022 address 8	544580	SLP	20	0	19	0	0	19
05/11/2022 address 1	506608	SBO	11200	100	32	0	0	32
05/11/2022 address 1	508012	SBO	6000	100	3	0	0	3
05/11/2022 address 1	510088	SBO	2560	80	12	0	0	12
05/11/2022 address 1	511171	SRL	360	12	12	0	1	0
05/11/2022 address 1	513473	SBO	4800	200	3	0	0	3
05/11/2022 address 1	514902	SBO	14400	100	3	0	0	3
05/11/2022 address 1	518636	SBO	4000	100	20	0	0	20
05/11/2022 address 1	519111	SBO	40320	2240	24	0	0	24
05/11/2022 address 1	532173	SBO	880	10	2	0	0	2
05/11/2022 address 1	534278	SBO	3000	50	2	0	0	2
05/11/2022 address 1	538352	SLP	25	0	18	0	0	18
05/11/2022 address 2	506608	SBO	11200	100	68	0	0	68
05/11/2022 address 2	508012	SBO	6000	100	7	0	0	7
05/11/2022 address 2	510088	SBO	2560	80	20	0	0	20
05/11/2022 address 2	511171	SRL	360	12	24	0	2	0
05/11/2022 address 2	513473	SBO	4800	200	7	0	0	7
05/11/2022 address 2	514902	SBO	14400	100	7	0	0	7
05/11/2022 address 2	518636	SBO	4000	100	36	0	0	36
05/11/2022 address 2	519111	SBO	40320	2240	56	0	0	56
05/11/2022 address 2	529027	SPN	108	0	1	0	0	1
05/11/2022 address 2	532173	SBO	880	10	2	0	0	2
05/11/2022 address 2	534278	SBO	3000	50	2	0	0	2
05/11/2022 address 2	544581	SLP	20	0	34	1	0	14
05/13/2022 address 10	506608	SBO	11200	100	104	0	1	4
05/13/2022 address 10	508012	SBO	6000	100	10	0	0	10
05/13/2022 address 10	510088	SBO	2560	80	24	0	0	24
05/13/2022 address 10	511171	SRL	360	12	38	0	3	2
05/13/2022 address 10	513473	SBO	4800	200	10	0	0	10
05/13/2022 address 10	514902	SBO	14400	100	10	0	0	10
05/13/2022 address 10	518636	SBO	4000	100	48	0	0	48
05/13/2022 address 10	519111	SBO	40320	2240	80	0	0	80
05/13/2022 address 10	529027	SPN	108	0	1	0	0	1
05/13/2022 address 10	530184	SLP	20	0	30	1	0	10
05/13/2022 address 10	532173	SBO	880	10	4	0	0	4
05/13/2022 address 10	534278	SBO	3000	50	4	0	0	4
05/13/2022 address 10	535468	SGL	24	1	1	0	1	0
05/13/2022 address 10	535787	SBO	540	15	2	0	0	2
05/13/2022 address 10	535788	SBO	100	5	1	0	0	1
05/13/2022 address 10	535789	SBO	180	10	1	0	0	1
05/13/2022 address 10	535796	SBO	360	20	2	0	0	2
05/13/2022 address 10	537443	SBO	80	5	1	0	0	1
05/13/2022 address 10	537444	SBO	60	3	1	0	0	1
05/13/2022 address 10	538799	SBO	108	3	3	0	1	0
05/13/2022 address 10	544581	SLP	20	0	25	1	0	5
05/13/2022 address 5	506608	SBO	11200	100	32	0	0	32
05/13/2022 address 5	508012	SBO	6000	100	3	0	0	3
05/13/2022 address 5	510088	SBO	2560	80	8	0	0	8
05/13/2022 address 5	511171	SRL	360	12	12	0	1	0
05/13/2022 address 5	513473	SBO	4800	200	3	0	0	3
05/13/2022 address 5	514902	SBO	14400	100	3	0	0	3
05/13/2022 address 5	518636	SBO	4000	100	20	0	0	20
05/13/2022 address 5	519111	SBO	40320	2240	24	0	0	24
05/13/2022 address 5	530206	SLP	23	0	18	0	0	18
05/13/2022 address 5	532173	SBO	880	10	1	0	0	1
05/13/2022 address 5	534278	SBO	3000	50	1	0	0	1
05/13/2022 address 3	506608	SBO	11200	100	68	0	0	68
05/13/2022 address 3	508012	SBO	6000	100	6	0	0	6
05/13/2022 address 3	510088	SBO	2560	80	16	0	0	16
05/13/2022 address 3	511171	SRL	360	12	24	0	2	0
05/13/2022 address 3	513473	SBO	4800	200	6	0	0	6
05/13/2022 address 3	514902	SBO	14400	100	6	0	0	6
05/13/2022 address 3	518636	SBO	4000	100	32	0	0	32
05/13/2022 address 3	519111	SBO	40320	2240	48	0	0	48
05/13/2022 address 3	532173	SBO	880	10	1	0	0	1
05/13/2022 address 3	534278	SBO	3000	50	1	0	0	1
05/13/2022 address 3	544581	SLP	20	0	35	1	0	15
05/13/2022 address 1	506608	SBO	11200	100	68	0	0	68
05/13/2022 address 1	508012	SBO	6000	100	3	0	0	3
05/13/2022 address 1	510088	SBO	2560	80	16	0	0	16
05/13/2022 address 1	511171	SRL	360	12	33	0	2	9
05/13/2022 address 1	513473	SBO	4800	200	4	0	0	4
05/13/2022 address 1	514902	SBO	14400	100	3	0	0	3
05/13/2022 address 1	518636	SBO	4000	100	40	0	0	40
05/13/2022 address 1	519111	SBO	40320	2240	72	0	0	72
05/13/2022 address 1	531539	SBO	54000	300	47	0	0	47
05/13/2022 address 1	531967	SFS	230400	300	105	0	0	105
05/13/2022 address 1	532173	SBO	880	10	3	0	0	3
05/13/2022 address 1	534278	SBO	3000	50	3	0	0	3
05/13/2022 address 1	539727	SLP	20	0	35	1	0	15
05/13/2022 address 1	544319	SBO	1728	24	96	0	4	0
05/16/2022 address 10	506608	SBO	11200	100	48	0	0	48
05/16/2022 address 10	508012	SBO	6000	100	5	0	0	5
05/16/2022 address 10	510088	SBO	2560	80	12	0	0	12
05/16/2022 address 10	511171	SRL	360	12	18	0	1	6
05/16/2022 address 10	513473	SBO	4800	200	5	0	0	5
05/16/2022 address 10	514902	SBO	14400	100	5	0	0	5
05/16/2022 address 10	518636	SBO	4000	100	24	0	0	24
05/16/2022 address 10	519111	SBO	40320	2240	40	0	0	40
05/16/2022 address 10	530184	SLP	20	0	27	1	0	7
05/16/2022 address 10	532173	SBO	880	10	1	0	0	1
05/16/2022 address 10	534278	SBO	3000	50	1	0	0	1
05/16/2022 address 8	506608	SBO	11200	100	136	0	1	36
05/16/2022 address 8	508012	SBO	6000	100	13	0	0	13
05/16/2022 address 8	510088	SBO	2560	80	36	0	0	36
05/16/2022 address 8	511171	SRL	360	12	50	0	4	2
05/16/2022 address 8	513473	SBO	4800	200	13	0	0	13
05/16/2022 address 8	514902	SBO	14400	100	13	0	0	13
05/16/2022 address 8	518636	SBO	4000	100	72	0	0	72
05/16/2022 address 8	519111	SBO	40320	2240	104	0	0	104
05/16/2022 address 8	530206	SLP	23	0	70	3	0	1
05/16/2022 address 8	532173	SBO	880	10	4	0	0	4
05/16/2022 address 8	534278	SBO	3000	50	4	0	0	4
05/16/2022 address 8	544580	SLP	20	0	31	1	0	11
05/16/2022 address 3	506608	SBO	11200	100	716	0	7	16
05/16/2022 address 3	508012	SBO	6000	100	65	0	0	65
05/16/2022 address 3	510088	SBO	2560	80	160	0	2	0
05/16/2022 address 3	511171	SRL	360	12	256	0	21	4
05/16/2022 address 3	513473	SBO	4800	200	65	0	0	65
05/16/2022 address 3	514902	SBO	14400	100	65	0	0	65
05/16/2022 address 3	518636	SBO	4000	100	316	0	3	16
05/16/2022 address 3	519111	SBO	40320	2240	520	0	0	520
05/16/2022 address 3	529027	SPN	108	0	2	0	0	2
05/16/2022 address 3	530184	SLP	20	0	355	17	0	15
05/16/2022 address 3	530206	SLP	23	0	27	1	0	4
05/16/2022 address 3	532173	SBO	880	10	4	0	0	4
05/16/2022 address 3	534278	SBO	3000	50	4	0	0	4
05/16/2022 address 1	506608	SBO	11200	100	168	0	1	68
05/16/2022 address 1	508012	SBO	6000	100	11	0	0	11
05/16/2022 address 1	510088	SBO	2560	80	24	0	0	24
05/16/2022 address 1	511171	SRL	360	12	92	0	7	8
05/16/2022 address 1	513473	SBO	4800	200	20	0	0	20
05/16/2022 address 1	514902	SBO	14400	100	11	0	0	11
05/16/2022 address 1	518636	SBO	4000	100	168	0	1	68
05/16/2022 address 1	519111	SBO	40320	2240	248	0	0	248
05/16/2022 address 1	531539	SBO	54000	300	130	0	0	130
05/16/2022 address 1	531967	SFS	230400	300	291	0	0	291
05/16/2022 address 1	532173	SBO	880	10	11	0	1	1
05/16/2022 address 1	534278	SBO	3000	50	11	0	0	11
05/16/2022 address 1	539727	SLP	20	0	97	4	0	17
05/16/2022 address 1	544319	SBO	1728	24	264	0	11	0
05/17/2022 address 18	530036	SLC	25	0	57	2	0	7
05/17/2022 address 10	544581	SLP	20	0	4	0	0	4
05/17/2022 address 6	506608	SBO	11200	100	32	0	0	32
05/17/2022 address 6	508012	SBO	6000	100	3	0	0	3
05/17/2022 address 6	510088	SBO	2560	80	8	0	0	8
05/17/2022 address 6	511171	SRL	360	12	12	0	1	0
05/17/2022 address 6	513473	SBO	4800	200	3	0	0	3
05/17/2022 address 6	514902	SBO	14400	100	3	0	0	3
05/17/2022 address 6	518636	SBO	4000	100	20	0	0	20
05/17/2022 address 6	519111	SBO	40320	2240	24	0	0	24
05/17/2022 address 6	532173	SBO	880	10	1	0	0	1
05/17/2022 address 6	534278	SBO	3000	50	1	0	0	1
05/17/2022 address 6	544581	SLP	20	0	18	0	0	18
05/18/2022 address 10	511171	SRL	360	12	48	0	4	0
05/18/2022 address 10	534983	SLB	8	0	2	0	0	2
05/18/2022 address 10	536630	SRL	3	0	1	0	0	1
05/18/2022 address 10	537682	SSN	10	0	1	0	0	1
05/18/2022 address 7	506608	SBO	11200	100	44	0	0	44
05/18/2022 address 7	508012	SBO	6000	100	4	0	0	4
05/18/2022 address 7	510088	SBO	2560	80	12	0	0	12
05/18/2022 address 7	511171	SRL	360	12	16	0	1	4
05/18/2022 address 7	513473	SBO	4800	200	4	0	0	4
05/18/2022 address 7	514902	SBO	14400	100	4	0	0	4
05/18/2022 address 7	518636	SBO	4000	100	20	0	0	20
05/18/2022 address 7	519111	SBO	40320	2240	32	0	0	32
05/18/2022 address 7	530206	SLP	23	0	23	1	0	0
05/18/2022 address 7	532173	SBO	880	10	1	0	0	1
05/18/2022 address 7	534278	SBO	3000	50	1	0	0	1
05/18/2022 address 3	506608	SBO	11200	100	100	0	1	0
05/18/2022 address 3	508012	SBO	6000	100	9	0	0	9
05/18/2022 address 3	510088	SBO	2560	80	24	0	0	24
05/18/2022 address 3	511171	SRL	360	12	36	0	3	0
05/18/2022 address 3	513473	SBO	4800	200	9	0	0	9
05/18/2022 address 3	514902	SBO	14400	100	9	0	0	9
05/18/2022 address 3	518636	SBO	4000	100	52	0	0	52
05/18/2022 address 3	519111	SBO	40320	2240	72	0	0	72
05/18/2022 address 3	530206	SLP	23	0	53	2	0	7
05/18/2022 address 3	532173	SBO	880	10	2	0	0	2
05/18/2022 address 3	534278	SBO	3000	50	2	0	0	2
05/18/2022 address 1	534983	SLB	8	0	4	0	0	4
05/18/2022 address 1	536630	SRL	3	0	1	0	0	1
05/18/2022 address 1	536631	SRL	2	0	1	0	0	1
05/18/2022 address 1	537682	SSN	10	0	1	0	0	1
05/18/2022 address 2	506608	SBO	11200	100	340	0	3	40
05/18/2022 address 2	508012	SBO	6000	100	31	0	0	31
05/18/2022 address 2	510088	SBO	2560	80	80	0	1	0
05/18/2022 address 2	511171	SRL	360	12	122	0	10	2
05/18/2022 address 2	513473	SBO	4800	200	31	0	0	31
05/18/2022 address 2	514902	SBO	14400	100	31	0	0	31
05/18/2022 address 2	518636	SBO	4000	100	152	0	1	52
05/18/2022 address 2	519111	SBO	40320	2240	248	0	0	248
05/18/2022 address 2	529027	SPN	108	0	1	0	0	1
05/18/2022 address 2	530184	SLP	20	0	80	4	0	0
05/18/2022 address 2	532173	SBO	880	10	5	0	0	5
05/18/2022 address 2	534278	SBO	3000	50	5	0	0	5
05/18/2022 address 2	538352	SLP	25	0	100	4	0	0
05/18/2022 address 2	544583	SLP	20	0	2	0	0	2
05/19/2022 address 8	506608	SBO	11200	100	328	0	3	28
05/19/2022 address 8	508012	SBO	6000	100	32	0	0	32
05/19/2022 address 8	510088	SBO	2560	80	92	0	1	12
05/19/2022 address 8	511171	SRL	360	12	120	0	10	0
05/19/2022 address 8	513473	SBO	4800	200	32	0	0	32
05/19/2022 address 8	514902	SBO	14400	100	32	0	0	32
05/19/2022 address 8	518636	SBO	4000	100	180	0	1	80
05/19/2022 address 8	519111	SBO	40320	2240	256	0	0	256
05/19/2022 address 8	530206	SLP	23	0	171	7	0	10
05/19/2022 address 8	532173	SBO	880	10	9	0	0	9
05/19/2022 address 8	534278	SBO	3000	50	9	0	0	9
05/19/2022 address 8	544580	SLP	20	0	17	0	0	17
05/19/2022 address 3	506608	SBO	11200	100	56	0	0	56
05/19/2022 address 3	508012	SBO	6000	100	5	0	0	5
05/19/2022 address 3	510088	SBO	2560	80	12	0	0	12
05/19/2022 address 3	511171	SRL	360	12	20	0	1	8
05/19/2022 address 3	513473	SBO	4800	200	5	0	0	5
05/19/2022 address 3	514902	SBO	14400	100	5	0	0	5
05/19/2022 address 3	518636	SBO	4000	100	24	0	0	24
05/19/2022 address 3	519111	SBO	40320	2240	40	0	0	40
05/19/2022 address 3	532173	SBO	880	10	1	0	0	1
05/19/2022 address 3	534278	SBO	3000	50	1	0	0	1
05/19/2022 address 3	544581	SLP	20	0	28	1	0	8
05/19/2022 address 1	506608	SBO	11200	100	720	0	7	20
05/19/2022 address 1	508012	SBO	6000	100	50	0	0	50
05/19/2022 address 1	510088	SBO	2560	80	260	0	3	20
05/19/2022 address 1	511171	SRL	360	12	355	0	29	7
05/19/2022 address 1	513473	SBO	4800	200	42	0	0	42
05/19/2022 address 1	514902	SBO	14400	100	50	0	0	50
05/19/2022 address 1	518636	SBO	4000	100	456	0	4	56
05/19/2022 address 1	519111	SBO	40320	2240	760	0	0	760
05/19/2022 address 1	531539	SBO	54000	300	461	0	1	161
05/19/2022 address 1	531967	SFS	230400	300	1020	0	3	120
05/19/2022 address 1	532173	SBO	880	10	32	0	3	2
05/19/2022 address 1	534278	SBO	3000	50	32	0	0	32
05/19/2022 address 1	538352	SLP	25	0	37	1	0	12
05/19/2022 address 1	539727	SLP	20	0	340	17	0	0
05/19/2022 address 1	544319	SBO	1728	24	1104	0	46	0
05/20/2022 address 5	532621	SSN	1	0	1	1	0	0
05/20/2022 address 5	535703	SGL	720	0	332	0	0	332
05/20/2022 address 5	535704	SBO	4800	200	208	0	1	8
05/20/2022 address 5	535705	SBO	21600	600	208	0	0	208
05/20/2022 address 5	535707	SFS	240000	2500	906	0	0	906
05/20/2022 address 5	535709	SGL	1000	0	252	0	0	252
05/20/2022 address 5	535711	SGL	500	0	208	0	0	208
05/20/2022 address 1	506608	SBO	11200	100	420	0	4	20
05/20/2022 address 1	508012	SBO	6000	100	31	0	0	31
05/20/2022 address 1	510088	SBO	2560	80	140	0	1	60
05/20/2022 address 1	511171	SRL	360	12	252	0	21	0
05/20/2022 address 1	513473	SBO	4800	200	46	0	0	46
05/20/2022 address 1	514902	SBO	14400	100	31	0	0	31
05/20/2022 address 1	518636	SBO	4000	100	404	0	4	4
05/20/2022 address 1	519111	SBO	40320	2240	544	0	0	544
05/20/2022 address 1	531539	SBO	54000	300	328	0	1	28
05/20/2022 address 1	531967	SFS	230400	300	726	0	2	126
05/20/2022 address 1	532173	SBO	880	10	24	0	2	4
05/20/2022 address 1	534278	SBO	3000	50	24	0	0	24
05/20/2022 address 1	539727	SLP	20	0	240	12	0	0
05/20/2022 address 1	544319	SBO	1728	24	1080	0	45	0
05/20/2022 address 2	506608	SBO	11200	100	256	0	2	56
05/20/2022 address 2	508012	SBO	6000	100	25	0	0	25
05/20/2022 address 2	510088	SBO	2560	80	76	0	0	76
05/20/2022 address 2	511171	SRL	360	12	96	0	8	0
05/20/2022 address 2	513473	SBO	4800	200	25	0	0	25
05/20/2022 address 2	514902	SBO	14400	100	25	0	0	25
05/20/2022 address 2	518636	SBO	4000	100	140	0	1	40
05/20/2022 address 2	519111	SBO	40320	2240	200	0	0	200
05/20/2022 address 2	532173	SBO	880	10	8	0	0	8
05/20/2022 address 2	534278	SBO	3000	50	8	0	0	8
05/20/2022 address 2	540742	SLP	25	0	16	0	0	16
05/20/2022 address 2	544581	SLP	20	0	125	6	0	5
05/23/2022 address 10	506608	SBO	11200	100	308	0	3	8
05/23/2022 address 10	508012	SBO	6000	100	29	0	0	29
05/23/2022 address 10	510088	SBO	2560	80	80	0	1	0
05/23/2022 address 10	511171	SRL	360	12	110	0	9	2
05/23/2022 address 10	513473	SBO	4800	200	29	0	0	29
05/23/2022 address 10	514902	SBO	14400	100	29	0	0	29
05/23/2022 address 10	518636	SBO	4000	100	160	0	1	60
05/23/2022 address 10	519111	SBO	40320	2240	232	0	0	232
05/23/2022 address 10	530184	SLP	20	0	8	0	0	8
05/23/2022 address 10	532173	SBO	880	10	7	0	0	7
05/23/2022 address 10	534278	SBO	3000	50	7	0	0	7
05/23/2022 address 10	538341	SLP	20	0	2	0	0	2
05/23/2022 address 10	538352	SLP	25	0	31	1	0	6
05/23/2022 address 10	544581	SLP	20	0	121	6	0	1
05/23/2022 address 5	506608	SBO	11200	100	300	0	3	0
05/23/2022 address 5	508012	SBO	6000	100	27	0	0	27
05/23/2022 address 5	510088	SBO	2560	80	68	0	0	68
05/23/2022 address 5	511171	SRL	360	12	108	0	9	0
05/23/2022 address 5	512200	SFS	64800	4320	270	0	0	270
05/23/2022 address 5	513473	SBO	4800	200	27	0	0	27
05/23/2022 address 5	514902	SBO	14400	100	27	0	0	27
05/23/2022 address 5	518636	SBO	4000	100	132	0	1	32
05/23/2022 address 5	519111	SBO	40320	2240	216	0	0	216
05/23/2022 address 5	532173	SBO	880	10	8	0	0	8
05/23/2022 address 5	534278	SBO	3000	50	8	0	0	8
05/23/2022 address 5	535832	SBO	100	0	1	0	0	1
05/23/2022 address 5	537346	SBO	50	0	1	0	0	1
05/23/2022 address 5	538116	SBO	1728	36	22	0	0	22
05/23/2022 address 5	538117	SBO	200	10	22	0	2	2
05/23/2022 address 5	538338	SLC	40	0	104	2	0	24
05/23/2022 address 5	544581	SLP	20	0	160	8	0	0
05/23/2022 address 3	506608	SBO	11200	100	300	0	3	0
05/23/2022 address 3	508012	SBO	6000	100	29	0	0	29
05/23/2022 address 3	510088	SBO	2560	80	84	0	1	4
05/23/2022 address 3	511171	SRL	360	12	108	0	9	0
05/23/2022 address 3	513473	SBO	4800	200	29	0	0	29
05/23/2022 address 3	514902	SBO	14400	100	29	0	0	29
05/23/2022 address 3	518636	SBO	4000	100	148	0	1	48
05/23/2022 address 3	519111	SBO	40320	2240	232	0	0	232
05/23/2022 address 3	530206	SLP	23	0	40	1	0	17
05/23/2022 address 3	532173	SBO	880	10	7	0	0	7
05/23/2022 address 3	534278	SBO	3000	50	7	0	0	7
05/23/2022 address 3	536202	SLP	23	0	11	0	0	11
05/23/2022 address 3	544581	SLP	20	0	103	5	0	3
05/23/2022 address 1	506608	SBO	11200	100	236	0	2	36
05/23/2022 address 1	508012	SBO	6000	100	24	0	0	24
05/23/2022 address 1	510088	SBO	2560	80	32	0	0	32
05/23/2022 address 1	511171	SRL	360	12	159	0	13	3
05/23/2022 address 1	513473	SBO	4800	200	33	0	0	33
05/23/2022 address 1	514902	SBO	14400	100	24	0	0	24
05/23/2022 address 1	518636	SBO	4000	100	300	0	3	0
05/23/2022 address 1	519111	SBO	40320	2240	336	0	0	336
05/23/2022 address 1	531539	SBO	54000	300	204	0	0	204
05/23/2022 address 1	531967	SFS	230400	300	450	0	1	150
05/23/2022 address 1	532173	SBO	880	10	18	0	1	8
05/23/2022 address 1	534278	SBO	3000	50	18	0	0	18
05/23/2022 address 1	539727	SLP	20	0	150	7	0	10
05/23/2022 address 1	544319	SBO	1728	24	432	0	18	0
05/23/2022 address 13	544581	SLP	20	0	24	1	0	4
05/23/2022 address 19	512200	SFS	64800	4320	720	0	0	720
05/23/2022 address 19	521392	SLC	40	0	336	8	0	16
05/23/2022 address 19	535703	SGL	720	0	877	1	0	157
05/23/2022 address 19	535704	SBO	4800	200	672	0	3	72
05/23/2022 address 19	535705	SBO	21600	600	672	0	1	72
05/23/2022 address 19	535707	SFS	240000	2500	2508	0	1	8
05/23/2022 address 19	535709	SGL	1000	0	766	0	0	766
05/23/2022 address 19	535711	SGL	500	0	672	1	0	172
